timestamp,open,high,low,close,volume
2024-06-11 20:00:00,3496.99,3509.34,3483.14,3497.19,6173.479133
2024-06-12 00:00:00,3497.1,3513.54,3460.76,3509.78,12389.552009
2024-06-12 04:00:00,3509.78,3532.44,3507.57,3526.99,14161.494488
2024-06-12 08:00:00,3527.06,3564.0,3517.05,3531.8,12113.398887
2024-06-12 12:00:00,3531.91,3657.31,3531.3,3618.37,43667.685618
2024-06-12 16:00:00,3618.59,3625.23,3513.02,3528.86,38272.526634
2024-06-12 20:00:00,3528.8,3574.78,3521.4,3560.47,7451.807197
2024-06-13 00:00:00,3560.47,3562.0,3476.57,3503.12,15568.66831
2024-06-13 04:00:00,3503.13,3517.88,3482.43,3507.99,15195.924447
2024-06-13 08:00:00,3507.93,3512.0,3472.52,3497.34,9541.494717
2024-06-13 12:00:00,3497.33,3535.6,3433.09,3442.97,31000.347744
2024-06-13 16:00:00,3442.74,3491.79,3427.89,3481.9,11303.249946
2024-06-13 20:00:00,3481.61,3491.7,3461.37,3469.34,4198.714587
2024-06-14 00:00:00,3469.35,3510.04,3457.83,3491.19,10793.45254
2024-06-14 04:00:00,3491.4,3532.27,3491.18,3516.39,16050.951845
2024-06-14 08:00:00,3516.39,3529.98,3505.36,3515.67,5742.388533
2024-06-14 12:00:00,3515.67,3525.46,3460.35,3461.54,12810.027698
2024-06-14 16:00:00,3461.55,3466.8,3362.43,3406.2,39146.10318
2024-06-14 20:00:00,3406.13,3529.81,3404.0,3481.42,21695.123279
2024-06-15 00:00:00,3481.42,3503.85,3472.9,3503.85,8013.506223
2024-06-15 04:00:00,3503.88,3557.95,3497.79,3529.2,18681.596785
2024-06-15 08:00:00,3529.01,3542.33,3518.49,3538.77,8571.510225
2024-06-15 12:00:00,3538.77,3594.62,3537.14,3565.55,22278.331565
2024-06-15 16:00:00,3565.55,3575.48,3551.47,3558.55,10636.615117
2024-06-15 20:00:00,3558.55,3576.68,3536.3,3569.19,7992.636153
2024-06-16 00:00:00,3569.19,3573.86,3548.26,3554.52,3831.614057
2024-06-16 04:00:00,3554.53,3574.62,3540.0,3561.97,6950.050785
2024-06-16 08:00:00,3561.97,3570.1,3547.2,3555.3,5558.934724
2024-06-16 12:00:00,3555.3,3612.98,3553.01,3591.76,11282.283054
2024-06-16 16:00:00,3591.76,3608.33,3586.85,3598.42,5110.715066
2024-06-16 20:00:00,3598.96,3654.82,3589.03,3624.32,12579.738097
2024-06-17 00:00:00,3624.08,3637.98,3575.75,3581.99,13796.868116
2024-06-17 04:00:00,3582.02,3596.0,3538.34,3552.57,11791.146854
2024-06-17 08:00:00,3552.94,3561.19,3491.0,3527.51,21273.457554
2024-06-17 12:00:00,3527.39,3547.05,3485.0,3497.19,21273.450478
2024-06-17 16:00:00,3496.99,3577.99,3465.5,3553.8,18859.69458
2024-06-17 20:00:00,3554.2,3556.19,3500.63,3511.01,7170.472644
2024-06-18 00:00:00,3511.01,3516.86,3350.0,3441.4,52026.087638
2024-06-18 04:00:00,3441.4,3463.01,3428.89,3444.0,11887.824573
2024-06-18 08:00:00,3444.0,3451.55,3391.48,3414.28,11268.075287
2024-06-18 12:00:00,3414.22,3440.28,3370.55,3423.8,27368.562164
2024-06-18 16:00:00,3424.41,3436.25,3386.63,3423.01,14120.327481
2024-06-18 20:00:00,3422.81,3489.45,3412.67,3483.4,14080.163167
2024-06-19 00:00:00,3483.4,3572.73,3464.83,3565.58,30741.508388
2024-06-19 04:00:00,3566.0,3584.93,3533.25,3544.21,14424.987585
